"gene","scbsp_pvalue","scbsp_pred"
"SEMA5A",0.0122182620634514,1
"SERPINB1A",0.695135433590309,0
"SERPINB1B",0.539837930263433,0
"SERPINF1",0.434733137873788,0
"SEZ6",0.00107633835398857,1
"SFRP2",0.797222150080937,0
"SHISA8",0.854945341501709,0
"SHOX2",0.685454871833876,0
"SIGLECH",0.727912849412586,0
"SIM1",0.190311060518017,0
"SIX3",0.260641922711183,0
"SIX6",0.899433633016965,0
"SKOR1",0.497060670509759,0
"SLA",0.420075325435583,0
"SLA2",0.844654893638702,0
"SLC13A3",0.677436921460998,0
"SLC17A6",0.0873103421414859,0
"SLC17A7",0.187414420927332,0
"SLC17A8",0.528745645550178,0
"SLC18A2",0.850337688650398,0
"SLC18A3",0.727158495117201,0
"SLC1A3",0.0107708698822357,1
"SLC1A6",0.633362772392049,0
"SLC22A4",0.516365985336634,0
"SLC24A2",0.0218999415058253,1
"SLC26A3",0.908344365296261,0
"SLC30A3",0.0548260686037866,0
"SLC32A1",0.000630354018177348,1
"SLC34A2",0.651090271151914,0
"SLC36A2",0.52817966499102,0
"SLC47A1",0.877169627200369,0
"SLC5A7",0.65516730631719,0
"SLC6A11",2.18329736423328e-06,1
"SLC6A13",0.8345184911109,0
"SLC6A2",0.902838948573683,0
"SLC6A3",0.979723192713089,0
"SLC6A4",0.497455214880008,0
"SLC6A5",0.718893161818589,0
"SLC7A10",0.378059589340083,0
"SLCO3A1",0.0345810641444946,1
"SLN",0.820776278958075,0
"SMIM17",0.025929136773571,1
"SMOC1",0.110877801805124,0
"SNCG",0.000292304843911739,1
"SNTB1",0.235256509664411,0
"SNX33",0.24223333223593,0
"SOCS3",0.669890526604962,0
"SORCS1",0.0349613866777798,1
"SOST",0.545556426766874,0
"SOSTDC1",0.730278215118667,0
"SOX11",0.613106030909597,0
"SOX14",0.810379544641073,0
"SOX4",0.489370638992976,0
"SP9",0.214538829558737,0
"SPARC",2.16861760438114e-07,1
"SPDEF",0.910822706093059,0
"SPHKAP",0.017599814685278,1
"SPINK8",0.84245165698338,0
"SPON1",0.0221218456803768,1
"SPON2",0.972943626354721,0
"SPP1",0.765783957041599,0
"SPP2",0.783129922723289,0
"SSPO",0.834605718918543,0
"SST",0.0106578432408271,1
"SSTR1",0.8253096883538,0
"SSTR2",0.665767925067533,0
"ST18",0.047908749650124,1
"ST8SIA4",0.445652681158995,0
"ST8SIA6",0.276234441882641,0
"STAC2",0.389283738201072,0
"STARD8",0.449394121551851,0
"STEAP2",0.395028594528383,0
"STK32B",0.206144974258137,0
"STMN2",0.00187598554608537,1
"SULF1",0.0174507037823607,1
"SULF2",0.0526687631605943,0
"SUMO2",0.000329336612069242,1
"SV2C",0.30495669477405,0
"SYNPO2",0.298107303376093,0
"SYNPR",0.0177002511152461,1
"SYT15",0.595823707890838,0
"SYT2",0.050967446267976,0
"SYT6",0.0851789198294065,0
"TAC1",0.00167762729405208,1
"TAC2",0.0431546450230283,1
"TACR1",0.648228440138131,0
"TACR2",0.754262873494167,0
"TACR3",0.461071987263981,0
"TACSTD2",0.728912390658667,0
"TAGLN",0.805817202012966,0
"TAL1",0.591064203270261,0
"TAX1BP3",0.784599063759242,0
"TBR1",0.236303788384002,0
"TBX18",0.768632662241409,0
"TBX20",0.874201652523231,0
"TBXA2R",0.939503750684153,0
"TCAP",0.549170844902753,0
"TCERG1L",0.28889883081748,0
"TCF4",0.011490280204947,1
"TCF7L2",0.0582008079438492,0
"TEDDM3",0.805455603078409,0
"TEK",0.620951392136999,0
"TEKT5",0.0367016610808076,1
"TFAP2B",0.854981761378572,0
"TFAP2C",0.632132083430556,0
"TFAP2D",0.949337991806766,0
"TGFB2",0.46785675698118,0
"TH",0.0547638021963909,0
"THBD",0.613218026012138,0
"THRSP",0.0452630102560198,1
"TIAM1",0.0431458620860001,1
"TIAM2",0.728886781112951,0
"TIMP4",0.178835671376458,0
"TLX3",0.759872461071318,0
"TM4SF4",0.763973626263014,0
"TMC3",0.953231549035343,0
"TMEM114",0.6516033844389,0
"TMEM119",0.885616655683848,0
"TMEM132C",0.27987250878826,0
"TMEM141",0.217831347012394,0
"TMEM163",0.00970374499697824,1
"TMEM212",0.792725726575642,0
"TMEM215",0.200597945626595,0
"TMEM233",0.876322203053548,0
"TMEM255A",0.0918200401781071,0
"TMEM255B",0.81390662108749,0
"TMEM26",0.774032127256405,0
"TMEM54",0.854254855975206,0
"TMEM72",0.765831333777741,0
"TMEM88B",0.194026306531179,0
"TMSB4X",2.07372297444941e-07,1
"TNF",0.657849104220955,0
"TNNC1",0.442338080305477,0
"TNNI3",0.729265699167143,0
"TNNT1",0.493258277815484,0
"TNNT3",0.620368982653485,0
"TNR",0.0535112706465415,0
"TOP2A",0.921558809367499,0
"TOX",0.0117092239676355,1
"TPBG",0.370889290379302,0
"TPD52L1",0.498183769210541,0
"TPH2",0.743702598691313,0
"TRAF3IP3",0.0914237097581007,0
"TRAPPC3L",0.809614477777426,0
"TRDN",0.737613315309362,0
"TREM2",0.38691615353467,0
"TRF",0.00115748479001299,1
"TRH",0.0117365181941705,1
"TRHR",0.748378236495545,0
"TRIM54",0.888248150300208,0
"TRIM66",0.0422263675231176,1
"TRP73",0.804683060958369,0
"TRPS1",0.150991010105662,0
"TRPV1",0.645739178889349,0
"TSHZ2",0.00557556429930728,1
"TSPAN8",0.832173038435756,0
"TTR",0.265595577913533,0
"TTYH1",0.0328466397251982,1
"TUBA1C",0.894794079532346,0
"TUBGCP2",0.412754446512308,0
"TYRP1",0.850479766371445,0
"UBE2C",0.898993187159076,0
"UCN",0.925002254665367,0
"UCN2",0.857438481163187,0
"UCN3",0.725611254165467,0
"UGT8A",0.129631801738201,0
"UNC5B",0.533176735091019,0
"UNG",0.823296270567833,0
"URAH",0.717924059357837,0
"UTS2B",0.707320285180722,0
"VAMP1",3.36504458142706e-05,1
"VCAN",0.309404926543875,0
"VEGFA",0.292222968254021,0
"VGLL3",0.583530309746675,0
"VIM",0.0713903766448323,0
"VIP",0.374579649685717,0
"VIPR1",0.288365199106234,0
"VIPR2",0.732079187516271,0
"VSIG8",0.881392265476422,0
"VTN",0.051039202306329,0
"VWC2",0.454796051848633,0
"VWC2L",0.112267146408256,0
"VWF",0.811126117188737,0
"WFDC12",0.843948085620163,0
"WFDC18",0.709928556559632,0
"WFDC2",0.721344008143402,0
"WFS1",0.599263363350882,0
"WHRN",0.122108754470004,0
"WIF1",0.698669638762436,0
"WNT2",0.911586563370614,0
"YJEFN3",0.5558985773397,0
"ZBTB20",0.0644356845000779,0
"ZFHX4",0.0144315059615213,1
"ZFP239",0.105177087522574,0
"ZIC1",0.629645719587946,0
"ZMYM1",0.51399121698909,0
