"gene","p0g","geosvg_pred","scbsp_pvalue","scbsp_pred","spark_pvalue","spark_pred","sparkx_pvalue","sparkx_pred","raw_zero_prop","category"
"SLA",0,1,0.420075325435583,0,0.0473707041759338,1,1,0,0.986213634389926,"GeoSVG-3D only"
"SLA2",0,1,0.844654893638702,0,1.36574632644429e-11,1,1,0,0.996417716022579,"GeoSVG-3D only"
"SLC17A7",0,1,0.187414420927332,0,3.08030734496979e-15,1,2.50603056743798e-32,1,0.976443768996961,"GeoSVG-3D only"
"SLC17A8",0,1,0.528745645550178,0,1.01671887377126e-05,1,0.0212412695915329,1,0.992292661745549,"GeoSVG-3D only"
"SLC18A3",0,1,0.727158495117201,0,0.0264147130755835,1,0.745331926642523,0,0.993269648284846,"GeoSVG-3D only"
"SLC30A3",0,1,0.0548260686037866,0,2.50566377284348e-15,1,2.19292596506172e-20,1,0.957121146330873,"GeoSVG-3D only"
"SLC47A1",0,1,0.877169627200369,0,0.204516102576409,0,1,0,0.996960486322188,"GeoSVG-3D only"
"SLC6A11",0,1,2.18329736423328e-06,1,2.50566377284348e-15,1,2.97709393398249e-126,1,0.390468953538862,"Both"
"SLC6A13",0,1,0.8345184911109,0,1,0,1,0,0.99587494572297,"GeoSVG-3D only"
"SLC6A2",0,1,0.902838948573683,0,6.90104176062564e-06,1,1,0,0.997503256621798,"GeoSVG-3D only"
"SLC6A3",0,1,0.979723192713089,0,6.94851330439221e-12,1,1,0,0.998480243161094,"GeoSVG-3D only"
"SLN",0,1,0.820776278958075,0,0.094093336849325,0,1,0,0.99587494572297,"GeoSVG-3D only"
"SMIM17",0,1,0.025929136773571,0,3.08030734496979e-15,1,1.00556476086318e-31,1,0.895788102475033,"GeoSVG-3D only"
"SMOC1",0,1,0.110877801805124,0,3.08030734496979e-15,1,2.99241814083343e-13,1,0.944420321320017,"GeoSVG-3D only"
"SNCG",0,1,0.000292304843911739,1,2.50566377284348e-15,1,7.50964974055873e-39,1,0.834129396439427,"Both"
"SOX11",0,1,0.613106030909597,0,2.50566377284348e-15,1,1,0,0.994029526704299,"GeoSVG-3D only"
"SOX14",0,1,0.810379544641073,0,2.50566377284348e-15,1,0.93166601361333,0,0.996526270082501,"GeoSVG-3D only"
"SPARC",0,1,2.16861760438114e-07,1,3.08030734496979e-15,1,4.0470591186479e-221,1,0.256621797655232,"Both"
"SPINK8",0,1,0.84245165698338,0,1,0,0.0633583347421555,0,0.995549283543204,"GeoSVG-3D only"
"ST18",0,1,0.047908749650124,0,3.08030734496979e-15,1,6.3505340349811e-05,1,0.928462874511507,"GeoSVG-3D only"
"STAC2",0,1,0.389283738201072,0,2.82619754108309e-06,1,0.428074260618676,0,0.982957012592271,"GeoSVG-3D only"
"STARD8",0,1,0.449394121551851,0,2.01156304042479e-05,1,0.931866686039344,0,0.992835432045158,"GeoSVG-3D only"
"STK32B",0,1,0.206144974258137,0,3.08030734496979e-15,1,3.40455022338766e-11,1,0.961354754667825,"GeoSVG-3D only"
"SULF1",0,1,0.0174507037823607,0,2.50566377284348e-15,1,3.93452931472997e-29,1,0.902952670429874,"GeoSVG-3D only"
"SULF2",0,1,0.0526687631605943,0,3.08030734496979e-15,1,1.65631051370582e-13,1,0.917716022579244,"GeoSVG-3D only"
"SUMO2",0,1,0.000329336612069242,1,5.31890279916295e-12,1,6.81211476302214e-29,1,0.592379504993487,"Both"
"TBR1",0,1,0.236303788384002,0,3.08030734496979e-15,1,3.97726664858835e-09,1,0.969821971341728,"GeoSVG-3D only"
"TCERG1L",0,1,0.28889883081748,0,0.0868512595442906,0,0.160145040075072,0,0.967759444203213,"GeoSVG-3D only"
"TCF4",0,1,0.011490280204947,0,2.50566377284348e-15,1,7.80557394160089e-12,1,0.83076422058185,"GeoSVG-3D only"
"TEDDM3",0,1,0.805455603078409,0,1,0,1,0,0.995766391663048,"GeoSVG-3D only"
"TIMP4",0,1,0.178835671376458,0,1,0,8.24804655241751e-07,1,0.948002605297438,"GeoSVG-3D only"
"TLX3",0,1,0.759872461071318,0,0.0724666374739443,0,0.345377268494911,0,0.993703864524533,"GeoSVG-3D only"
"TMEM119",0,1,0.885616655683848,0,0.49145196550881,0,1,0,0.99468085106383,"GeoSVG-3D only"
"TMEM132C",0,1,0.27987250878826,0,0.00424576883600123,1,0.0206438794114275,1,0.967650890143291,"GeoSVG-3D only"
"TMEM163",0,1,0.00970374499697824,1,2.50566377284348e-15,1,2.05468065535231e-29,1,0.881676074685193,"Both"
"TMEM233",0,1,0.876322203053548,0,3.08030734496979e-15,1,1.84381114710009e-09,1,0.99706904038211,"GeoSVG-3D only"
"TMEM255B",0,1,0.81390662108749,0,0.0047438776276475,1,1,0,0.994897959183674,"GeoSVG-3D only"
"TMEM72",0,1,0.765831333777741,0,0.00252044273389172,1,1,0,0.993052540165002,"GeoSVG-3D only"
"TNNT1",0,1,0.493258277815484,0,0.159520595881296,0,0.0340793322554384,1,0.995983499782892,"GeoSVG-3D only"
"TPH2",0,1,0.743702598691313,0,0.764630157078359,0,1,0,0.994138080764221,"GeoSVG-3D only"
"TUBGCP2",0,1,0.412754446512308,0,0.0292372563897633,1,0.137135397799253,0,0.979049066435085,"GeoSVG-3D only"
"TYRP1",0,1,0.850479766371445,0,0.240653789288474,0,0.763175932949166,0,0.996200607902736,"GeoSVG-3D only"
"UBE2C",0,1,0.898993187159076,0,1,0,0.97666831268342,0,0.996200607902736,"GeoSVG-3D only"
"UCN",0,1,0.925002254665367,0,6.10872215860463e-05,1,1,0,0.997828918801563,"GeoSVG-3D only"
"UGT8A",0,1,0.129631801738201,0,2.17201158940178e-14,1,3.92691613293184e-18,1,0.94691706469822,"GeoSVG-3D only"
"VCAN",0,1,0.309404926543875,0,0.29412724447929,0,0.000344059077106456,1,0.974706904038211,"GeoSVG-3D only"
"VGLL3",0,1,0.583530309746675,0,0.00246871477794661,1,1,0,0.991858445505862,"GeoSVG-3D only"
"VIP",0,1,0.374579649685717,0,5.46085709503013e-10,1,0.000309782719548291,1,0.989036039947894,"GeoSVG-3D only"
"VWF",0,1,0.811126117188737,0,0.036636422002889,1,0.165699724389371,0,0.996634824142423,"GeoSVG-3D only"
"WIF1",0,1,0.698669638762436,0,3.16497346434278e-05,1,0.0678818786364208,0,0.992726877985237,"GeoSVG-3D only"
"WNT2",0,1,0.911586563370614,0,1,0,1,0,0.995983499782892,"GeoSVG-3D only"
"ZFHX4",0,1,0.0144315059615213,0,2.50566377284348e-15,1,1.48393118168954e-43,1,0.877551020408163,"GeoSVG-3D only"
"DLX1",5e-04,1,0.818426435350721,0,2.35067357246743e-07,1,1,0,0.99706904038211,"GeoSVG-3D only"
"PROK2",5e-04,1,0.910533408062281,0,1,0,1,0,0.996417716022579,"GeoSVG-3D only"
"ECEL1",0.0015,1,0.0315097762137397,0,2.50566377284348e-15,1,3.33226700093045e-17,1,0.927811550151976,"GeoSVG-3D only"
"RORB",0.0015,1,0.0168713084236749,0,6.32220859113204e-11,1,1.15259894992187e-05,1,0.912396873643074,"GeoSVG-3D only"
"ZBTB20",0.0015,1,0.0644356845000779,0,2.24184297305654e-06,1,2.79495275062533e-05,1,0.927702996092054,"GeoSVG-3D only"
"KCNMB1",0.002,1,0.941703809837038,0,1,0,1,0,0.997177594442032,"GeoSVG-3D only"
"RASL11A",0.005,1,0.71898442470911,0,2.50566377284348e-15,1,1,0,0.993703864524533,"GeoSVG-3D only"
"MFSD2A",0.006,1,0.949052774098721,0,1.25791460684553e-08,1,1,0,0.998263135041251,"GeoSVG-3D only"
"MKI67",0.006,1,0.673440724664607,0,0.000466910776819787,1,1,0,0.992401215805471,"GeoSVG-3D only"
"NPFF",0.006,1,0.870429509939278,0,5.22872902942014e-06,1,1,0,0.995549283543204,"GeoSVG-3D only"
"GLRA1",0.007,1,0.0943190249335958,0,3.08030734496979e-15,1,1.54538626229731e-22,1,0.940295267042987,"GeoSVG-3D only"
"TRPV1",0.007,1,0.645739178889349,0,0.890388846106235,0,1,0,0.993595310464611,"GeoSVG-3D only"
"PAX8",0.0095,1,0.920862775504245,0,1,0,0.714470511663025,0,0.996743378202345,"GeoSVG-3D only"
"CDH13",0.0105,1,0.0122903539057979,0,2.50566377284348e-15,1,8.05782368665733e-18,1,0.835757707338254,"GeoSVG-3D only"
"AFP",0.0115,1,0.97611286787894,0,3.08030734496979e-15,1,1,0,0.999131567520625,"GeoSVG-3D only"
"GRIK1",0.012,1,0.0162003826871031,0,3.08030734496979e-15,1,5.20087665917012e-07,1,0.908271819366044,"GeoSVG-3D only"
"TCAP",0.0125,1,0.549170844902753,0,0.000493075074626192,1,0.00332355510531139,1,0.99174989144594,"GeoSVG-3D only"
"SEMA3A",0.0145,1,0.231756947942463,0,3.08030734496979e-15,1,2.8742134757486e-05,1,0.963960052105949,"GeoSVG-3D only"
"TACR1",0.015,1,0.648228440138131,0,0.000227612456656034,1,1,0,0.990990013026487,"GeoSVG-3D only"
"MYOC",0.017,1,0.25273456567879,0,2.50566377284348e-15,1,2.13478278097747e-06,1,0.984476769431177,"GeoSVG-3D only"
"TAX1BP3",0.028,1,0.784599063759242,0,1,0,1,0,0.992835432045158,"GeoSVG-3D only"
"CLIC6",0.031,1,0.457248005427524,0,1,0,0.0305120126128717,1,0.975141120277898,"GeoSVG-3D only"
"DKK1",0.032,1,0.911087506660685,0,0.0912771984939215,0,1,0,0.997828918801563,"GeoSVG-3D only"
"FOXP2",0.0385,1,0.164221201838859,0,3.08030734496979e-15,1,0.00048761494997654,1,0.956686930091185,"GeoSVG-3D only"
"SPHKAP",0.0455,1,0.017599814685278,0,3.75290610067522e-14,1,4.66864582520814e-11,1,0.838797221016066,"GeoSVG-3D only"
"VWC2L",0.0485,1,0.112267146408256,0,0.00084459765414411,1,3.56574159429057e-06,1,0.953104646113765,"GeoSVG-3D only"
"MFAP4",0.0495,1,0.762804382341784,0,7.88496656123656e-07,1,1,0,0.993052540165002,"GeoSVG-3D only"
"CLDN10",0.0505,1,0.901938755547858,0,3.08030734496979e-15,1,0.00255502600568573,1,0.996634824142423,"GeoSVG-3D only"
"CRIM1",0.0555,1,0.233826731823229,0,0.176216462477012,0,4.39984722839331e-06,1,0.948219713417282,"GeoSVG-3D only"
"GPX2",0.0605,1,0.640787283919956,0,2.2454683092204e-11,1,1,0,0.989253148067738,"GeoSVG-3D only"
"FBP2",0.063,1,0.889128078259832,0,0.0223464014082207,1,1,0,0.996200607902736,"GeoSVG-3D only"
"NELL1",0.066,1,0.0111322671661912,0,3.08030734496979e-15,1,6.37700444601381e-15,1,0.868432479374729,"GeoSVG-3D only"
"CCN4",0.072,1,0.907407468795517,0,2.50566377284348e-15,1,1,0,0.996634824142423,"GeoSVG-3D only"
"TEKT5",0.0745,1,0.0367016610808076,0,3.08030734496979e-15,1,2.12266505524914e-26,1,0.911962657403387,"GeoSVG-3D only"
"IYD",0.087,1,0.567799297853674,0,0.891198335624392,0,1,0,0.993703864524533,"GeoSVG-3D only"
"MEOX1",0.0915,1,0.813580862092439,0,3.08030734496979e-15,1,0.91647501550369,0,0.997503256621798,"GeoSVG-3D only"
"TFAP2D",0.0935,1,0.949337991806766,0,1.85959042223708e-09,1,1,0,0.997611810681719,"GeoSVG-3D only"
"CD74",0.096,1,0.117462410824578,0,5.55465258928979e-15,1,1.94367072602245e-09,1,0.959834997828919,"GeoSVG-3D only"
"LRG1",0.102,1,0.90212679223265,0,1,0,1,0,0.996634824142423,"GeoSVG-3D only"
"PBX3",0.107,1,0.340220292307012,0,0.152448506145672,0,0.0118215163604305,1,0.973295701259227,"GeoSVG-3D only"
"DLK1",0.1305,1,0.000148435251194567,1,3.08030734496979e-15,1,4.77269381201776e-151,1,0.682045158488927,"Both"
"SST",0.1365,1,0.0106578432408271,0,2.50566377284348e-15,1,3.80562245574927e-16,1,0.919561441597916,"GeoSVG-3D only"
"RLN3",0.142,1,0.755320862355878,0,3.23229484158669e-05,1,0.0030557603512536,1,0.991966999565784,"GeoSVG-3D only"
"TRP73",0.1625,1,0.804683060958369,0,1,0,1,0,0.994246634824142,"GeoSVG-3D only"
"SLC17A6",0.1875,1,0.0873103421414859,0,3.08030734496979e-15,1,5.02772254366343e-21,1,0.937038645245332,"GeoSVG-3D only"
"NXPH4",0.2885,1,0.310797834317994,0,2.50566377284348e-15,1,2.22328880549997e-05,1,0.982848458532349,"GeoSVG-3D only"
"TNF",0.317,1,0.657849104220955,0,1,0,1,0,0.991966999565784,"GeoSVG-3D only"
"NDST4",0.345,1,0.0486854375753978,0,2.85826064985694e-13,1,1.28159937720764e-12,1,0.931502388189318,"GeoSVG-3D only"
"ADA",0.3505,0,0.868568282883127,0,0.0328050629611978,1,1,0,0.996309161962657,"Neither"
"LMO3",0.3525,0,0.00190468909455543,1,2.50566377284348e-15,1,9.19564635530745e-58,1,0.874620060790274,"scBSP only"
"NDUFA4L2",0.3745,0,0.754622967832911,0,0.122534997282139,0,1,0,0.995223621363439,"Neither"
"CHRNA3",0.436,0,0.861762071328865,0,0.0192612492458042,1,0.224414952824332,0,0.995006513243595,"Neither"
"NPTX2",0.546,0,0.0167435817415325,0,2.50566377284348e-15,1,1.00230943188415e-12,1,0.898501953973079,"Neither"
"CRYM",0.6225,0,0.0913408874262487,0,2.50566377284348e-15,1,4.30193381453348e-88,1,0.970473295701259,"Neither"
"CHRNB3",0.637,0,0.789970422158799,0,0.199669034425281,0,1,0,0.994029526704299,"Neither"
"GRP",0.6965,0,0.226926761618796,0,0.0358334665503711,1,1,0,0.968953538862353,"Neither"
"GNRHR",0.7405,0,0.891642213801622,0,1,0,1,0,0.995983499782892,"Neither"
"CASR",0.755,0,0.888459169640862,0,0.00604566406516179,1,1,0,0.996200607902736,"Neither"
"ZMYM1",0.87,0,0.51399121698909,0,0.0329445190765309,1,1,0,0.980351715154147,"Neither"
"BRCA1",0.8885,0,0.841057419767621,0,0.000265631525135675,1,1,0,0.995332175423361,"Neither"
"ADM",0.896,0,0.614903026636328,0,2.50566377284348e-15,1,1,0,0.994355188884064,"Neither"
"HSPA1A",0.897,0,0.688185812054669,0,0.00128923661373401,1,0.772437228013905,0,0.994029526704299,"Neither"
"DPY19L1",0.899,0,0.0798327437497535,0,0.00605296181842466,1,2.27751834035984e-06,1,0.936170212765957,"Neither"
"GAD2",0.9055,0,9.65806570918382e-06,1,2.50566377284348e-15,1,3.48498582186171e-57,1,0.5283326096396,"scBSP only"
"RELL1",0.9215,0,0.428449704099677,0,0.924361538329496,0,0.0310139447937175,1,0.975032566217977,"Neither"
"SIX6",0.9275,0,0.899433633016965,0,2.76023926833409e-06,1,0.103206017078066,0,0.996851932262267,"Neither"
"RAMP3",0.9455,0,0.626426115726064,0,8.4506296361371e-07,1,0.91700185158119,0,0.989795918367347,"Neither"
"OTX1",0.951,0,0.690309227489613,0,6.18262667058294e-08,1,1,0,0.994572297003908,"Neither"
"GPR101",0.9555,0,0.110845509018968,0,3.08030734496979e-15,1,6.60490624240502e-11,1,0.958098132870169,"Neither"
"SLC13A3",0.9565,0,0.677436921460998,0,3.29564798002847e-13,1,1,0,0.995332175423361,"Neither"
"SNTB1",0.962,0,0.235256509664411,0,2.82275380389051e-05,1,4.01301504066232e-07,1,0.967976552323057,"Neither"
"GNA14",0.97,0,0.766705226691884,0,0.00916379585848826,1,0.0143078821991527,1,0.993378202344768,"Neither"
"TRH",0.9715,0,0.0117365181941705,0,2.50566377284348e-15,1,6.75998483834503e-12,1,0.95343030829353,"Neither"
"MC1R",0.972,0,0.825249770495279,0,6.33127782512882e-10,1,2.48448904694901e-08,1,0.995766391663048,"Neither"
"PRSS23",0.976,0,0.887825062170172,0,6.25040727644094e-07,1,0.00511969914997911,1,0.997611810681719,"Neither"
"CLEC2L",0.977,0,0.145443688739262,0,0.00456075474924053,1,3.75068604331823e-05,1,0.952670429874077,"Neither"
"SEMA3G",0.9775,0,0.485275499931254,0,0.00239723707914414,1,0.0619298770951991,0,0.983825445071646,"Neither"
"TUBA1C",0.987,0,0.894794079532346,0,1,0,1,0,0.997177594442032,"Neither"
"FAM107A",0.9875,0,0.0660577436849245,0,0.00220177287650374,1,7.47312860940153e-05,1,0.899804602692141,"Neither"
"A2M",0.989,0,0.903695979526523,0,0.120006774923441,0,1,0,0.995223621363439,"Neither"
"NPAS1",0.989,0,0.0832953480045251,0,2.50566377284348e-15,1,3.80040271140817e-33,1,0.962548849326965,"Neither"
"NR3C2",0.9895,0,0.0391900693142302,0,6.39925083888877e-08,1,9.77327354137382e-10,1,0.907077724706904,"Neither"
"VIPR1",0.99,0,0.288365199106234,0,5.55465258928979e-15,1,9.57157649566884e-14,1,0.983825445071646,"Neither"
"PEG10",0.9905,0,6.36137287999272e-05,1,3.08030734496979e-15,1,6.44597259220649e-128,1,0.575987841945289,"scBSP only"
"S100A4",0.991,0,0.870303150384661,0,0.679031961789965,0,1,0,0.994897959183674,"Neither"
"DLX5",0.993,0,0.68151543952586,0,0.0211714914031409,1,0.319938015811058,0,0.992835432045158,"Neither"
"TMC3",0.994,0,0.953231549035343,0,2.50566377284348e-15,1,0.900029414500068,0,0.997286148501954,"Neither"
"LUM",0.9945,0,0.90850391411341,0,1,0,1,0,0.997394702561876,"Neither"
"VSIG8",0.9955,0,0.881392265476422,0,0.000198897595432392,1,1,0,0.99468085106383,"Neither"
"GPR119",0.996,0,0.89996449079461,0,0.00997307238371847,1,0.00517646952168137,1,0.99587494572297,"Neither"
"LGI2",0.996,0,0.016598071254276,0,3.08030734496979e-15,1,5.07551706539619e-25,1,0.870929222752931,"Neither"
"ISL1",0.9965,0,0.777116266759054,0,2.50566377284348e-15,1,1,0,0.993920972644377,"Neither"
"CBR2",0.997,0,0.681182587731873,0,0.00302222133637455,1,0.752063720574641,0,0.993052540165002,"Neither"
"H2-AB1",0.9975,0,0.319731060984891,0,5.55465258928979e-15,1,0.000100082808915559,1,0.981762917933131,"Neither"
"CHRNA2",0.998,0,0.967999832180652,0,0.0144981408906455,1,1,0,0.997937472861485,"Neither"
"GRM6",0.998,0,0.716628596351073,0,0.939580463492377,0,0.530656875089289,0,0.994355188884064,"Neither"
"ARHGAP25",0.9985,0,0.853469233530054,0,1,0,1,0,0.993920972644377,"Neither"
"CPNE4",0.9985,0,0.043117748955339,0,5.55465258928979e-15,1,3.629211084142e-06,1,0.906534954407295,"Neither"
"CXCL1",0.9985,0,0.709709989671055,0,0.0875169464344645,0,1,0,0.995657837603126,"Neither"
"TACR2",0.9985,0,0.754262873494167,0,0.859567557436043,0,1,0,0.99468085106383,"Neither"
"CARD10",0.999,0,0.209944408687806,0,1.68389736959698e-05,1,2.77409684524075e-05,1,0.971775944420321,"Neither"
"HTR2A",0.999,0,0.655495650938468,0,0.00160772408684124,1,0.0177156117496646,1,0.98936170212766,"Neither"
"KCNG4",0.999,0,0.894043828875238,0,1,0,0.0716113238456264,0,0.99587494572297,"Neither"
"TM4SF4",0.999,0,0.763973626263014,0,6.44944909111183e-05,1,1,0,0.995983499782892,"Neither"
"ANGPT2",0.9995,0,0.839441321845882,0,5.69301862580442e-06,1,0.269807527697386,0,0.996092053842814,"Neither"
"CBLN1",0.9995,0,0.000457738409495811,1,2.50566377284348e-15,1,1.44375896233637e-48,1,0.826856274424663,"scBSP only"
"CXCL14",0.9995,0,0.00675685005112425,1,0.500026050727183,0,0.000196075778883353,1,0.867564046895354,"scBSP only"
"DPT",0.9995,0,0.938574393996422,0,0.346748799217517,0,1,0,0.996851932262267,"Neither"
"DRD4",0.9995,0,0.869470505287369,0,4.46923899179017e-06,1,0.141751834270695,0,0.996851932262267,"Neither"
"EGLN3",0.9995,0,0.54635522292938,0,0.0102497846611432,1,0.0332184730795143,1,0.986973512809379,"Neither"
"ESPN",0.9995,0,0.841723258091217,0,1,0,1,0,0.995223621363439,"Neither"
"PTHLH",0.9995,0,0.575009403125505,0,0.0221204067907679,1,1,0,0.988710377768129,"Neither"
"ABI3BP",1,0,0.787183764436614,0,1,0,1,0,0.991315675206253,"Neither"
"ACBD7",1,0,0.697463054434317,0,0.00413738739432599,1,1,0,0.991858445505862,"Neither"
"ACTA2",1,0,0.539620531878282,0,7.28454692723919e-06,1,0.505543612625957,0,0.980351715154147,"Neither"
"ADARB2",1,0,0.482957684154167,0,7.29846255842833e-05,1,0.447227461350141,0,0.986322188449848,"Neither"
"ADCYAP1",1,0,0.0067425918782078,1,2.50566377284348e-15,1,9.82268329252758e-11,1,0.920864090316978,"scBSP only"
"ADGRG2",1,0,0.522701973171476,0,6.06993651824443e-05,1,1,0,0.989253148067738,"Neither"
"ADGRG6",1,0,0.789847952825649,0,0.0627711198242765,0,1,0,0.992401215805471,"Neither"
"ADORA2A",1,0,0.579539484536474,0,4.82072589731715e-12,1,1.99844376632483e-06,1,0.991858445505862,"Neither"
"ADRB2",1,0,0.574128800428533,0,0.0912771984939215,0,1,0,0.987733391228832,"Neither"
"AGT",1,0,0.574947056412859,0,1,0,1,0,0.981871471993053,"Neither"
"AGTR2",1,0,0.444510069780066,0,5.55465258928979e-15,1,0.15182792482548,0,0.992075553625706,"Neither"
"AJAP1",1,0,0.0116132696617423,0,3.08030734496979e-15,1,5.27831560117939e-12,1,0.8702778983934,"Neither"
"ALDH3B2",1,0,0.754346517047646,0,1,0,1,0,0.992184107685627,"Neither"
"ANGPT4",1,0,0.759251110250334,0,0.0923032038302237,0,0.814839595491745,0,0.993052540165002,"Neither"
"ANKRD34B",1,0,0.49734193888963,0,1,0,0.666435903395273,0,0.985019539730786,"Neither"
"ANLN",1,0,0.236052191497889,0,0.000162431263492901,1,0.182724613768007,0,0.976769431176726,"Neither"
"ANXA1",1,0,0.553840334953354,0,1,0,0.0169615192542736,1,0.97937472861485,"Neither"
"APLN",1,0,0.12586623838675,0,2.95644837677098e-09,1,2.28689805837445e-06,1,0.94159791576205,"Neither"
"APLNR",1,0,0.995522698312726,0,1,0,1,0,0.999457229700391,"Neither"
"APOC1",1,0,0.516228592914495,0,0.323203943291906,0,0.497107224785543,0,0.98469387755102,"Neither"
"APOD",1,0,0.000349146425611235,1,2.50566377284348e-15,1,4.56854160947877e-78,1,0.726118106817195,"scBSP only"
"APOLD1",1,0,0.809711369219239,0,0.00523658084387935,1,1,0,0.992835432045158,"Neither"
"AQP1",1,0,0.954912778476326,0,1.68284997824311e-07,1,1,0,0.998046026921407,"Neither"
"AQP4",1,0,0.357735244626219,0,0.00237637574069984,1,0.842989612562752,0,0.969387755102041,"Neither"
"ARAP2",1,0,0.109668790105912,0,0.109011537590824,0,6.51396181982405e-05,1,0.949739470256188,"Neither"
"AREG",1,0,0.831315971238171,0,1,0,1,0,0.994355188884064,"Neither"
"ARHGAP6",1,0,0.110689658544063,0,2.50566377284348e-15,1,2.0039172586172e-38,1,0.958206686930091,"Neither"
"ASB4",1,0,0.180495182702592,0,2.50566377284348e-15,1,6.22313577961471e-12,1,0.967976552323057,"Neither"
"ASIC3",1,0,0.551659269968666,0,0.957337314231125,0,0.0162736114266428,1,0.985128093790708,"Neither"
"ASIC4",1,0,0.612959874595521,0,0.000647596378646393,1,0.496070528087863,0,0.988384715588363,"Neither"
"ATF3",1,0,0.546909045281532,0,0.0163664603538895,1,1,0,0.988276161528441,"Neither"
"ATP2A3",1,0,0.621044549766427,0,0.311071457039708,0,1,0,0.989253148067738,"Neither"
"ATP2B4",1,0,0.0644731744546665,0,2.50566377284348e-15,1,1.34707893528317e-34,1,0.945397307859314,"Neither"
"BAIAP3",1,0,0.00920464821025169,1,2.50566377284348e-15,1,9.181862518554e-30,1,0.76530612244898,"scBSP only"
"BARHL1",1,0,0.449662062003243,0,2.50566377284348e-15,1,3.35123975547195e-06,1,0.990447242726878,"Neither"
"BCL11B",1,0,0.233867083079769,0,2.50566377284348e-15,1,3.82292512645221e-26,1,0.978614850195397,"Neither"
"BCL6",1,0,0.726392979887308,0,2.50566377284348e-15,1,1,0,0.992401215805471,"Neither"
"BDKRB1",1,0,0.726118846680661,0,1,0,0.119423977521102,0,0.989470256187581,"Neither"
"BDNF",1,0,0.027857568897127,0,2.50566377284348e-15,1,2.06800431953492e-07,1,0.925857577073383,"Neither"
"BHLHE22",1,0,0.507296458270666,0,0.483767314453292,0,0.245991367624304,0,0.985887972210161,"Neither"
"BIRC2",1,0,0.851792600981386,0,1,0,0.45824861111559,0,0.993920972644377,"Neither"
"BIRC5",1,0,0.299503345289983,0,0.000535809027225047,1,0.0651973879181691,0,0.981980026052974,"Neither"
"BMP4",1,0,0.865746612853788,0,0.0220136020439232,1,1,0,0.996092053842814,"Neither"
"BRS3",1,0,0.64418021330266,0,0.0507671820593566,0,0.45558958093825,0,0.99174989144594,"Neither"
"C1QB",1,0,0.211823919029784,0,1,0,0.475983453278998,0,0.961029092488059,"Neither"
"C1QL1",1,0,0.496822747956617,0,8.27579531300567e-09,1,0.929325200335304,0,0.985670864090317,"Neither"
"C1QL3",1,0,0.0327278746890665,0,2.50566377284348e-15,1,9.87526596297212e-06,1,0.934867564046895,"Neither"
"C4B",1,0,0.0337153840903344,0,2.50566377284348e-15,1,3.19914153695847e-12,1,0.91272253582284,"Neither"
"CABP7",1,0,0.0412234667161059,0,3.08030734496979e-15,1,6.63612046377463e-24,1,0.924663482414242,"Neither"
"CACNA2D1",1,0,9.51151486598967e-05,1,2.50566377284348e-15,1,1.13989917059838e-42,1,0.646113764654798,"scBSP only"
"CADM1",1,0,0.000548315961228063,1,2.50566377284348e-15,1,1.57236559989798e-36,1,0.612462006079027,"scBSP only"
"CADM2",1,0,0.0696056908389971,0,3.08030734496979e-15,1,3.31834817158966e-07,1,0.939752496743378,"Neither"
"CALB1",1,0,0.111263333043279,0,2.50566377284348e-15,1,1.07828141727776e-24,1,0.94691706469822,"Neither"
"CALCA",1,0,0.664013427738043,0,0.00359543244386596,1,0.879857811726555,0,0.994463742943986,"Neither"
"CALCB",1,0,0.799725181890661,0,0.775126517945274,0,0.328304216979037,0,0.994897959183674,"Neither"
"CALCRL",1,0,0.0725945958235326,0,2.50566377284348e-15,1,2.08945095630091e-24,1,0.963960052105949,"Neither"
"CAR10",1,0,0.146813659857068,0,0.000664628168708346,1,1.32758147469071e-05,1,0.960160660008684,"Neither"
"CAR2",1,0,9.74785380930543e-05,1,2.50566377284348e-15,1,9.56117302752704e-70,1,0.667064698219713,"scBSP only"
"CAR3",1,0,0.733872844284436,0,0.0486737020482786,1,0.0621794566330685,0,0.991424229266175,"Neither"
"CARTPT",1,0,2.06685365489179e-08,1,2.50566377284348e-15,1,4.00141106087259e-84,1,0.798089448545376,"scBSP only"
"CASP4",1,0,0.614392317031846,0,1.30308499473015e-06,1,0.00226840047610858,1,0.987299174989145,"Neither"
"CASP8",1,0,0.429639096532345,0,2.55118492696911e-06,1,1,0,0.990013026487191,"Neither"
"CBLN3",1,0,0.643666051109021,0,3.75290610067522e-14,1,0.00587358698383258,1,0.99174989144594,"Neither"
"CCDC153",1,0,0.835036109526235,0,0.870008110550849,0,0.629294770549739,0,0.995766391663048,"Neither"
"CCKAR",1,0,0.614366327532934,0,0.00141927113350071,1,0.0427477915074936,1,0.988601823708207,"Neither"
"CCL24",1,0,0.657333174423097,0,0.00012389212797313,1,0.0170329493920128,1,0.990664350846722,"Neither"
"CCL3",1,0,0.616887661161111,0,0.00225003131775728,1,0.0139173587510472,1,0.99294398610508,"Neither"
"CCL4",1,0,0.21386908722359,0,9.02848704560111e-14,1,1,0,0.985019539730786,"Neither"
"CCL7",1,0,0.797483648832497,0,1,0,0.823641289495642,0,0.992835432045158,"Neither"
"CCNA1",1,0,0.799319354486235,0,0.168679099073154,0,1,0,0.992292661745549,"Neither"
"CCND1",1,0,0.481313661136222,0,0.235578959510249,0,0.167710378016291,0,0.98469387755102,"Neither"
