"method_1","method_2","category","gene"
"GeoSVG-3D","SPARK","SPARK only","LEF1"
"GeoSVG-3D","SPARK","SPARK only","LGI2"
"GeoSVG-3D","SPARK","SPARK only","LHX1"
"GeoSVG-3D","SPARK","SPARK only","LHX2"
"GeoSVG-3D","SPARK","SPARK only","LHX6"
"GeoSVG-3D","SPARK","SPARK only","LHX9"
"GeoSVG-3D","SPARK","SPARK only","LIMS2"
"GeoSVG-3D","SPARK","SPARK only","LINGO4"
"GeoSVG-3D","SPARK","SPARK only","LMCD1"
"GeoSVG-3D","SPARK","SPARK only","LMO3"
"GeoSVG-3D","SPARK","SPARK only","LMX1A"
"GeoSVG-3D","SPARK","SPARK only","LRRC55"
"GeoSVG-3D","SPARK","SPARK only","LRRTM2"
"GeoSVG-3D","SPARK","SPARK only","LY6C1"
"GeoSVG-3D","SPARK","SPARK only","LYPD1"
"GeoSVG-3D","SPARK","SPARK only","LYPD6"
"GeoSVG-3D","SPARK","SPARK only","MAB21L2"
"GeoSVG-3D","SPARK","SPARK only","MAN1A"
"GeoSVG-3D","SPARK","SPARK only","MATN2"
"GeoSVG-3D","SPARK","SPARK only","MBP"
"GeoSVG-3D","SPARK","SPARK only","MC1R"
"GeoSVG-3D","SPARK","SPARK only","MEGF11"
"GeoSVG-3D","SPARK","SPARK only","MEIS2"
"GeoSVG-3D","SPARK","SPARK only","MGST1"
"GeoSVG-3D","SPARK","SPARK only","MIA"
"GeoSVG-3D","SPARK","SPARK only","MNS1"
"GeoSVG-3D","SPARK","SPARK only","MOG"
"GeoSVG-3D","SPARK","SPARK only","MOXD1"
"GeoSVG-3D","SPARK","SPARK only","MREG"
"GeoSVG-3D","SPARK","SPARK only","MYH8"
"GeoSVG-3D","SPARK","SPARK only","MYL4"
"GeoSVG-3D","SPARK","SPARK only","NCMAP"
"GeoSVG-3D","SPARK","SPARK only","NDNF"
"GeoSVG-3D","SPARK","SPARK only","NDRG2"
"GeoSVG-3D","SPARK","SPARK only","NECAB1"
"GeoSVG-3D","SPARK","SPARK only","NEFH"
"GeoSVG-3D","SPARK","SPARK only","NEFM"
"GeoSVG-3D","SPARK","SPARK only","NEUROD1"
"GeoSVG-3D","SPARK","SPARK only","NFATC2"
"GeoSVG-3D","SPARK","SPARK only","NFIB"
"GeoSVG-3D","SPARK","SPARK only","NGB"
"GeoSVG-3D","SPARK","SPARK only","NGFR"
"GeoSVG-3D","SPARK","SPARK only","NHLH2"
"GeoSVG-3D","SPARK","SPARK only","NINJ2"
"GeoSVG-3D","SPARK","SPARK only","NKX2-1"
"GeoSVG-3D","SPARK","SPARK only","NKX2-9"
"GeoSVG-3D","SPARK","SPARK only","NMB"
"GeoSVG-3D","SPARK","SPARK only","NMBR"
"GeoSVG-3D","SPARK","SPARK only","NMU"
"GeoSVG-3D","SPARK","SPARK only","NMUR2"
"GeoSVG-3D","SPARK","SPARK only","NOG"
"GeoSVG-3D","SPARK","SPARK only","NOS1"
"GeoSVG-3D","SPARK","SPARK only","NPAS1"
"GeoSVG-3D","SPARK","SPARK only","NPFFR1"
"GeoSVG-3D","SPARK","SPARK only","NPFFR2"
"GeoSVG-3D","SPARK","SPARK only","NPNT"
"GeoSVG-3D","SPARK","SPARK only","NPPA"
"GeoSVG-3D","SPARK","SPARK only","NPPB"
"GeoSVG-3D","SPARK","SPARK only","NPPC"
"GeoSVG-3D","SPARK","SPARK only","NPTX2"
"GeoSVG-3D","SPARK","SPARK only","NPW"
"GeoSVG-3D","SPARK","SPARK only","NPY2R"
"GeoSVG-3D","SPARK","SPARK only","NPY5R"
"GeoSVG-3D","SPARK","SPARK only","NR2F2"
"GeoSVG-3D","SPARK","SPARK only","NR3C2"
"GeoSVG-3D","SPARK","SPARK only","NR4A2"
"GeoSVG-3D","SPARK","SPARK only","NREP"
"GeoSVG-3D","SPARK","SPARK only","NRIP3"
"GeoSVG-3D","SPARK","SPARK only","NRP2"
"GeoSVG-3D","SPARK","SPARK only","NRTN"
"GeoSVG-3D","SPARK","SPARK only","NTNG1"
"GeoSVG-3D","SPARK","SPARK only","NTS"
"GeoSVG-3D","SPARK","SPARK only","NWD2"
"GeoSVG-3D","SPARK","SPARK only","OLFM2"
"GeoSVG-3D","SPARK","SPARK only","OMP"
"GeoSVG-3D","SPARK","SPARK only","ONECUT2"
"GeoSVG-3D","SPARK","SPARK only","OPALIN"
"GeoSVG-3D","SPARK","SPARK only","OPRK1"
"GeoSVG-3D","SPARK","SPARK only","OPRL1"
"GeoSVG-3D","SPARK","SPARK only","OPRM1"
"GeoSVG-3D","SPARK","SPARK only","OTOF"
"GeoSVG-3D","SPARK","SPARK only","OTP"
"GeoSVG-3D","SPARK","SPARK only","OTX1"
"GeoSVG-3D","SPARK","SPARK only","OXTR"
"GeoSVG-3D","SPARK","SPARK only","PALM3"
"GeoSVG-3D","SPARK","SPARK only","PAPPA"
"GeoSVG-3D","SPARK","SPARK only","PAPPA2"
"GeoSVG-3D","SPARK","SPARK only","PAQR5"
"GeoSVG-3D","SPARK","SPARK only","PARM1"
"GeoSVG-3D","SPARK","SPARK only","PAX5"
"GeoSVG-3D","SPARK","SPARK only","PAX6"
"GeoSVG-3D","SPARK","SPARK only","PAX7"
"GeoSVG-3D","SPARK","SPARK only","PCDH11X"
"GeoSVG-3D","SPARK","SPARK only","PCP4"
"GeoSVG-3D","SPARK","SPARK only","PCSK5"
"GeoSVG-3D","SPARK","SPARK only","PDCD4"
"GeoSVG-3D","SPARK","SPARK only","PDE11A"
"GeoSVG-3D","SPARK","SPARK only","PDE1C"
"GeoSVG-3D","SPARK","SPARK only","PDYN"
"GeoSVG-3D","SPARK","SPARK only","PEG10"
"GeoSVG-3D","SPARK","SPARK only","PENK"
"GeoSVG-3D","SPARK","SPARK only","PGAM2"
"GeoSVG-3D","SPARK","SPARK only","PGLYRP1"
"GeoSVG-3D","SPARK","SPARK only","PGR"
"GeoSVG-3D","SPARK","SPARK only","PHLDA1"
"GeoSVG-3D","SPARK","SPARK only","PHOX2A"
"GeoSVG-3D","SPARK","SPARK only","PHOX2B"
"GeoSVG-3D","SPARK","SPARK only","PI16"
"GeoSVG-3D","SPARK","SPARK only","PIEZO2"
"GeoSVG-3D","SPARK","SPARK only","PITX2"
"GeoSVG-3D","SPARK","SPARK only","PKD1L2"
"GeoSVG-3D","SPARK","SPARK only","PKIB"
"GeoSVG-3D","SPARK","SPARK only","PLA2G5"
"GeoSVG-3D","SPARK","SPARK only","PLCH1"
"GeoSVG-3D","SPARK","SPARK only","PLIN3"
"GeoSVG-3D","SPARK","SPARK only","PLTP"
"GeoSVG-3D","SPARK","SPARK only","PNOC"
"GeoSVG-3D","SPARK","SPARK only","POSTN"
"GeoSVG-3D","SPARK","SPARK only","POU4F1"
"GeoSVG-3D","SPARK","SPARK only","POU6F2"
"GeoSVG-3D","SPARK","SPARK only","PPP1R14A"
"GeoSVG-3D","SPARK","SPARK only","PPP1R17"
"GeoSVG-3D","SPARK","SPARK only","PPP1R1B"
"GeoSVG-3D","SPARK","SPARK only","PPP2R2B"
"GeoSVG-3D","SPARK","SPARK only","PRDM12"
"GeoSVG-3D","SPARK","SPARK only","PRKCD"
"GeoSVG-3D","SPARK","SPARK only","PRKCQ"
"GeoSVG-3D","SPARK","SPARK only","PRLHR"
"GeoSVG-3D","SPARK","SPARK only","PRLR"
"GeoSVG-3D","SPARK","SPARK only","PROKR1"
"GeoSVG-3D","SPARK","SPARK only","PROX1"
"GeoSVG-3D","SPARK","SPARK only","PRPH"
"GeoSVG-3D","SPARK","SPARK only","PRR5L"
"GeoSVG-3D","SPARK","SPARK only","PRRXL1"
"GeoSVG-3D","SPARK","SPARK only","PRSS12"
"GeoSVG-3D","SPARK","SPARK only","PRSS23"
"GeoSVG-3D","SPARK","SPARK only","PRSS35"
"GeoSVG-3D","SPARK","SPARK only","PTGDS"
"GeoSVG-3D","SPARK","SPARK only","PTGFR"
"GeoSVG-3D","SPARK","SPARK only","PTHLH"
"GeoSVG-3D","SPARK","SPARK only","PTK2B"
"GeoSVG-3D","SPARK","SPARK only","PTPN3"
"GeoSVG-3D","SPARK","SPARK only","PTPRK"
"GeoSVG-3D","SPARK","SPARK only","RAB37"
"GeoSVG-3D","SPARK","SPARK only","RAB3B"
"GeoSVG-3D","SPARK","SPARK only","RAMP3"
"GeoSVG-3D","SPARK","SPARK only","RASD1"
"GeoSVG-3D","SPARK","SPARK only","RERG"
"GeoSVG-3D","SPARK","SPARK only","RESP18"
"GeoSVG-3D","SPARK","SPARK only","RET"
"GeoSVG-3D","SPARK","SPARK only","RGS12"
"GeoSVG-3D","SPARK","SPARK only","RGS16"
"GeoSVG-3D","SPARK","SPARK only","RGS8"
"GeoSVG-3D","SPARK","SPARK only","RIMS4"
"GeoSVG-3D","SPARK","SPARK only","RNF152"
"GeoSVG-3D","SPARK","SPARK only","RORA"
"GeoSVG-3D","SPARK","SPARK only","RPP25"
"GeoSVG-3D","SPARK","SPARK only","RPRM"
"GeoSVG-3D","SPARK","SPARK only","RRM2"
"GeoSVG-3D","SPARK","SPARK only","RSPO1"
"GeoSVG-3D","SPARK","SPARK only","RUNX1"
"GeoSVG-3D","SPARK","SPARK only","RXFP4"
"GeoSVG-3D","SPARK","SPARK only","SAG"
"GeoSVG-3D","SPARK","SPARK only","SALL3"
"GeoSVG-3D","SPARK","SPARK only","SCGN"
"GeoSVG-3D","SPARK","SPARK only","SCN10A"
"GeoSVG-3D","SPARK","SPARK only","SCN5A"
"GeoSVG-3D","SPARK","SPARK only","SCUBE1"
"GeoSVG-3D","SPARK","SPARK only","SEMA3C"
"GeoSVG-3D","SPARK","SPARK only","SEMA3E"
"GeoSVG-3D","SPARK","SPARK only","SEMA3G"
"GeoSVG-3D","SPARK","SPARK only","SERPINB1B"
"GeoSVG-3D","SPARK","SPARK only","SERPINF1"
"GeoSVG-3D","SPARK","SPARK only","SFRP2"
"GeoSVG-3D","SPARK","SPARK only","SHOX2"
"GeoSVG-3D","SPARK","SPARK only","SIM1"
"GeoSVG-3D","SPARK","SPARK only","SIX3"
"GeoSVG-3D","SPARK","SPARK only","SIX6"
"GeoSVG-3D","SPARK","SPARK only","SKOR1"
"GeoSVG-3D","SPARK","SPARK only","SLC13A3"
"GeoSVG-3D","SPARK","SPARK only","SLC18A2"
"GeoSVG-3D","SPARK","SPARK only","SLC1A3"
"GeoSVG-3D","SPARK","SPARK only","SLC22A4"
"GeoSVG-3D","SPARK","SPARK only","SLC24A2"
"GeoSVG-3D","SPARK","SPARK only","SLC32A1"
"GeoSVG-3D","SPARK","SPARK only","SLC34A2"
"GeoSVG-3D","SPARK","SPARK only","SLC5A7"
"GeoSVG-3D","SPARK","SPARK only","SLC6A4"
"GeoSVG-3D","SPARK","SPARK only","SLC6A5"
"GeoSVG-3D","SPARK","SPARK only","SLC7A10"
"GeoSVG-3D","SPARK","SPARK only","SLCO3A1"
"GeoSVG-3D","SPARK","SPARK only","SNTB1"
"GeoSVG-3D","SPARK","SPARK only","SOCS3"
"GeoSVG-3D","SPARK","SPARK only","SORCS1"
"GeoSVG-3D","SPARK","SPARK only","SOST"
"GeoSVG-3D","SPARK","SPARK only","SOSTDC1"
"GeoSVG-3D","SPARK","SPARK only","SOX4"
"GeoSVG-3D","SPARK","SPARK only","SP9"
"GeoSVG-3D","SPARK","SPARK only","SPDEF"
"GeoSVG-3D","SPARK","SPARK only","SPON1"
"GeoSVG-3D","SPARK","SPARK only","SPON2"
"GeoSVG-3D","SPARK","SPARK only","SSTR2"
"GeoSVG-3D","SPARK","SPARK only","ST8SIA4"
"GeoSVG-3D","SPARK","SPARK only","ST8SIA6"
"GeoSVG-3D","SPARK","SPARK only","STEAP2"
"GeoSVG-3D","SPARK","SPARK only","STMN2"
"GeoSVG-3D","SPARK","SPARK only","SV2C"
"GeoSVG-3D","SPARK","SPARK only","SYNPO2"
"GeoSVG-3D","SPARK","SPARK only","SYNPR"
"GeoSVG-3D","SPARK","SPARK only","SYT15"
"GeoSVG-3D","SPARK","SPARK only","SYT2"
"GeoSVG-3D","SPARK","SPARK only","SYT6"
"GeoSVG-3D","SPARK","SPARK only","TAC1"
"GeoSVG-3D","SPARK","SPARK only","TAC2"
"GeoSVG-3D","SPARK","SPARK only","TACR3"
"GeoSVG-3D","SPARK","SPARK only","TAGLN"
"GeoSVG-3D","SPARK","SPARK only","TBX18"
"GeoSVG-3D","SPARK","SPARK only","TBXA2R"
"GeoSVG-3D","SPARK","SPARK only","TCF7L2"
"GeoSVG-3D","SPARK","SPARK only","TEK"
"GeoSVG-3D","SPARK","SPARK only","TFAP2C"
"GeoSVG-3D","SPARK","SPARK only","TGFB2"
"GeoSVG-3D","SPARK","SPARK only","TH"
"GeoSVG-3D","SPARK","SPARK only","THBD"
"GeoSVG-3D","SPARK","SPARK only","THRSP"
"GeoSVG-3D","SPARK","SPARK only","TIAM1"
"GeoSVG-3D","SPARK","SPARK only","TIAM2"
"GeoSVG-3D","SPARK","SPARK only","TM4SF4"
"GeoSVG-3D","SPARK","SPARK only","TMC3"
"GeoSVG-3D","SPARK","SPARK only","TMEM114"
"GeoSVG-3D","SPARK","SPARK only","TMEM141"
"GeoSVG-3D","SPARK","SPARK only","TMEM215"
"GeoSVG-3D","SPARK","SPARK only","TMEM255A"
"GeoSVG-3D","SPARK","SPARK only","TMEM88B"
"GeoSVG-3D","SPARK","SPARK only","TMSB4X"
"GeoSVG-3D","SPARK","SPARK only","TNNC1"
"GeoSVG-3D","SPARK","SPARK only","TNNI3"
"GeoSVG-3D","SPARK","SPARK only","TNNT3"
"GeoSVG-3D","SPARK","SPARK only","TNR"
"GeoSVG-3D","SPARK","SPARK only","TOP2A"
"GeoSVG-3D","SPARK","SPARK only","TOX"
"GeoSVG-3D","SPARK","SPARK only","TPBG"
"GeoSVG-3D","SPARK","SPARK only","TPD52L1"
"GeoSVG-3D","SPARK","SPARK only","TRAF3IP3"
"GeoSVG-3D","SPARK","SPARK only","TRAPPC3L"
"GeoSVG-3D","SPARK","SPARK only","TRF"
"GeoSVG-3D","SPARK","SPARK only","TRH"
"GeoSVG-3D","SPARK","SPARK only","TRHR"
"GeoSVG-3D","SPARK","SPARK only","TRIM54"
"GeoSVG-3D","SPARK","SPARK only","TRIM66"
"GeoSVG-3D","SPARK","SPARK only","TSHZ2"
"GeoSVG-3D","SPARK","SPARK only","TTR"
"GeoSVG-3D","SPARK","SPARK only","TTYH1"
"GeoSVG-3D","SPARK","SPARK only","UTS2B"
"GeoSVG-3D","SPARK","SPARK only","VAMP1"
"GeoSVG-3D","SPARK","SPARK only","VEGFA"
"GeoSVG-3D","SPARK","SPARK only","VIM"
"GeoSVG-3D","SPARK","SPARK only","VIPR1"
"GeoSVG-3D","SPARK","SPARK only","VSIG8"
"GeoSVG-3D","SPARK","SPARK only","VTN"
"GeoSVG-3D","SPARK","SPARK only","WFDC12"
"GeoSVG-3D","SPARK","SPARK only","WFDC18"
"GeoSVG-3D","SPARK","SPARK only","WFDC2"
"GeoSVG-3D","SPARK","SPARK only","WFS1"
"GeoSVG-3D","SPARK","SPARK only","WHRN"
"GeoSVG-3D","SPARK","SPARK only","YJEFN3"
"GeoSVG-3D","SPARK","SPARK only","ZIC1"
"GeoSVG-3D","SPARK","SPARK only","ZMYM1"
"GeoSVG-3D","SPARK-X","Overlap","ADCYAP1R1"
"GeoSVG-3D","SPARK-X","Overlap","ADORA1"
"GeoSVG-3D","SPARK-X","Overlap","ADRB1"
"GeoSVG-3D","SPARK-X","Overlap","ALCAM"
"GeoSVG-3D","SPARK-X","Overlap","ANXA11"
"GeoSVG-3D","SPARK-X","Overlap","ARHGAP36"
"GeoSVG-3D","SPARK-X","Overlap","ASS1"
"GeoSVG-3D","SPARK-X","Overlap","AVP"
"GeoSVG-3D","SPARK-X","Overlap","B3GAT2"
"GeoSVG-3D","SPARK-X","Overlap","C1QL2"
"GeoSVG-3D","SPARK-X","Overlap","CACNA2D2"
"GeoSVG-3D","SPARK-X","Overlap","CACNG4"
"GeoSVG-3D","SPARK-X","Overlap","CALB2"
"GeoSVG-3D","SPARK-X","Overlap","CALCR"
"GeoSVG-3D","SPARK-X","Overlap","CAMK2D"
"GeoSVG-3D","SPARK-X","Overlap","CAR4"
"GeoSVG-3D","SPARK-X","Overlap","CAR8"
"GeoSVG-3D","SPARK-X","Overlap","CBLN2"
"GeoSVG-3D","SPARK-X","Overlap","CBLN4"
"GeoSVG-3D","SPARK-X","Overlap","CCK"
"GeoSVG-3D","SPARK-X","Overlap","CCSAP"
"GeoSVG-3D","SPARK-X","Overlap","CD74"
"GeoSVG-3D","SPARK-X","Overlap","CDH13"
"GeoSVG-3D","SPARK-X","Overlap","CDH7"
"GeoSVG-3D","SPARK-X","Overlap","CHRM1"
"GeoSVG-3D","SPARK-X","Overlap","CHRM4"
"GeoSVG-3D","SPARK-X","Overlap","CHRM5"
"GeoSVG-3D","SPARK-X","Overlap","CLDN10"
"GeoSVG-3D","SPARK-X","Overlap","CLIC6"
"GeoSVG-3D","SPARK-X","Overlap","CLU"
"GeoSVG-3D","SPARK-X","Overlap","COCH"
"GeoSVG-3D","SPARK-X","Overlap","CPA6"
"GeoSVG-3D","SPARK-X","Overlap","CPLX3"
"GeoSVG-3D","SPARK-X","Overlap","CPNE5"
"GeoSVG-3D","SPARK-X","Overlap","CRH"
"GeoSVG-3D","SPARK-X","Overlap","CRIM1"
"GeoSVG-3D","SPARK-X","Overlap","CSRP2"
"GeoSVG-3D","SPARK-X","Overlap","CUX2"
"GeoSVG-3D","SPARK-X","Overlap","DCN"
"GeoSVG-3D","SPARK-X","Overlap","DDIT4L"
"GeoSVG-3D","SPARK-X","Overlap","DGKK"
"GeoSVG-3D","SPARK-X","Overlap","DKK3"
"GeoSVG-3D","SPARK-X","Overlap","DLK1"
"GeoSVG-3D","SPARK-X","Overlap","EBF3"
"GeoSVG-3D","SPARK-X","Overlap","ECEL1"
"GeoSVG-3D","SPARK-X","Overlap","ELFN1"
"GeoSVG-3D","SPARK-X","Overlap","EMX2"
"GeoSVG-3D","SPARK-X","Overlap","EPHA7"
"GeoSVG-3D","SPARK-X","Overlap","ETV1"
"GeoSVG-3D","SPARK-X","Overlap","FAM183B"
"GeoSVG-3D","SPARK-X","Overlap","FEZF1"
"GeoSVG-3D","SPARK-X","Overlap","FEZF2"
"GeoSVG-3D","SPARK-X","Overlap","FOXP2"
"GeoSVG-3D","SPARK-X","Overlap","GABRA5"
"GeoSVG-3D","SPARK-X","Overlap","GABRQ"
"GeoSVG-3D","SPARK-X","Overlap","GCHFR"
"GeoSVG-3D","SPARK-X","Overlap","GFRA1"
"GeoSVG-3D","SPARK-X","Overlap","GLRA1"
"GeoSVG-3D","SPARK-X","Overlap","GLRA3"
"GeoSVG-3D","SPARK-X","Overlap","GPX3"
"GeoSVG-3D","SPARK-X","Overlap","GRIK1"
"GeoSVG-3D","SPARK-X","Overlap","GRM3"
"GeoSVG-3D","SPARK-X","Overlap","HAP1"
"GeoSVG-3D","SPARK-X","Overlap","HAPLN1"
"GeoSVG-3D","SPARK-X","Overlap","HDC"
"GeoSVG-3D","SPARK-X","Overlap","HPCAL1"
"GeoSVG-3D","SPARK-X","Overlap","HS3ST2"
"GeoSVG-3D","SPARK-X","Overlap","HTR2C"
"GeoSVG-3D","SPARK-X","Overlap","IGFBP2"
"GeoSVG-3D","SPARK-X","Overlap","IGFBP4"
"GeoSVG-3D","SPARK-X","Overlap","IGFBP6"
"GeoSVG-3D","SPARK-X","Overlap","IGSF8"
"GeoSVG-3D","SPARK-X","Overlap","IL1R1"
"GeoSVG-3D","SPARK-X","Overlap","INHBA"
"GeoSVG-3D","SPARK-X","Overlap","ITIH3"
"GeoSVG-3D","SPARK-X","Overlap","KCNAB3"
"GeoSVG-3D","SPARK-X","Overlap","KCNC3"
"GeoSVG-3D","SPARK-X","Overlap","KCNG1"
"GeoSVG-3D","SPARK-X","Overlap","KCNS1"
"GeoSVG-3D","SPARK-X","Overlap","KITL"
"GeoSVG-3D","SPARK-X","Overlap","KLHL1"
"GeoSVG-3D","SPARK-X","Overlap","KRT15"
"GeoSVG-3D","SPARK-X","Overlap","KRT27"
"GeoSVG-3D","SPARK-X","Overlap","LAMP5"
"GeoSVG-3D","SPARK-X","Overlap","LMO1"
"GeoSVG-3D","SPARK-X","Overlap","LPL"
"GeoSVG-3D","SPARK-X","Overlap","LSAMP"
"GeoSVG-3D","SPARK-X","Overlap","LTK"
"GeoSVG-3D","SPARK-X","Overlap","LY6G6E"
"GeoSVG-3D","SPARK-X","Overlap","LYPD6B"
"GeoSVG-3D","SPARK-X","Overlap","MAOB"
"GeoSVG-3D","SPARK-X","Overlap","MAP3K7CL"
"GeoSVG-3D","SPARK-X","Overlap","MDGA1"
"GeoSVG-3D","SPARK-X","Overlap","MFGE8"
"GeoSVG-3D","SPARK-X","Overlap","MLC1"
"GeoSVG-3D","SPARK-X","Overlap","MRAP2"
"GeoSVG-3D","SPARK-X","Overlap","MYOC"
"GeoSVG-3D","SPARK-X","Overlap","NDST4"
"GeoSVG-3D","SPARK-X","Overlap","NELL1"
"GeoSVG-3D","SPARK-X","Overlap","NEUROD2"
"GeoSVG-3D","SPARK-X","Overlap","NEUROD6"
"GeoSVG-3D","SPARK-X","Overlap","NOTUM"
"GeoSVG-3D","SPARK-X","Overlap","NOV"
"GeoSVG-3D","SPARK-X","Overlap","NPTX1"
"GeoSVG-3D","SPARK-X","Overlap","NPY"
"GeoSVG-3D","SPARK-X","Overlap","NR4A3"
"GeoSVG-3D","SPARK-X","Overlap","NRGN"
"GeoSVG-3D","SPARK-X","Overlap","NTSR1"
"GeoSVG-3D","SPARK-X","Overlap","NTSR2"
"GeoSVG-3D","SPARK-X","Overlap","NXPH1"
"GeoSVG-3D","SPARK-X","Overlap","NXPH4"
"GeoSVG-3D","SPARK-X","Overlap","NYAP2"
"GeoSVG-3D","SPARK-X","Overlap","OSCP1"
"GeoSVG-3D","SPARK-X","Overlap","PBX3"
"GeoSVG-3D","SPARK-X","Overlap","PDE1A"
"GeoSVG-3D","SPARK-X","Overlap","PDGFRA"
"GeoSVG-3D","SPARK-X","Overlap","PGR15L"
"GeoSVG-3D","SPARK-X","Overlap","PIK3R3"
"GeoSVG-3D","SPARK-X","Overlap","PLCXD2"
"GeoSVG-3D","SPARK-X","Overlap","PMCH"
"GeoSVG-3D","SPARK-X","Overlap","POMC"
"GeoSVG-3D","SPARK-X","Overlap","PRKCG"
"GeoSVG-3D","SPARK-X","Overlap","PTPRZ1"
"GeoSVG-3D","SPARK-X","Overlap","PVALB"
"GeoSVG-3D","SPARK-X","Overlap","RBP4"
"GeoSVG-3D","SPARK-X","Overlap","RELN"
"GeoSVG-3D","SPARK-X","Overlap","RGS4"
"GeoSVG-3D","SPARK-X","Overlap","RGS9"
"GeoSVG-3D","SPARK-X","Overlap","RLN3"
"GeoSVG-3D","SPARK-X","Overlap","RORB"
"GeoSVG-3D","SPARK-X","Overlap","RPS24"
"GeoSVG-3D","SPARK-X","Overlap","RXRG"
"GeoSVG-3D","SPARK-X","Overlap","SAPCD2"
"GeoSVG-3D","SPARK-X","Overlap","SATB1"
"GeoSVG-3D","SPARK-X","Overlap","SATB2"
"GeoSVG-3D","SPARK-X","Overlap","SCN4B"
"GeoSVG-3D","SPARK-X","Overlap","SEMA3A"
"GeoSVG-3D","SPARK-X","Overlap","SEMA4D"
"GeoSVG-3D","SPARK-X","Overlap","SEMA5A"
"GeoSVG-3D","SPARK-X","Overlap","SEZ6"
"GeoSVG-3D","SPARK-X","Overlap","SLC17A6"
"GeoSVG-3D","SPARK-X","Overlap","SLC17A7"
"GeoSVG-3D","SPARK-X","Overlap","SLC17A8"
"GeoSVG-3D","SPARK-X","Overlap","SLC30A3"
"GeoSVG-3D","SPARK-X","Overlap","SLC6A11"
"GeoSVG-3D","SPARK-X","Overlap","SMIM17"
"GeoSVG-3D","SPARK-X","Overlap","SMOC1"
"GeoSVG-3D","SPARK-X","Overlap","SNCG"
"GeoSVG-3D","SPARK-X","Overlap","SPARC"
"GeoSVG-3D","SPARK-X","Overlap","SPHKAP"
"GeoSVG-3D","SPARK-X","Overlap","SST"
"GeoSVG-3D","SPARK-X","Overlap","ST18"
"GeoSVG-3D","SPARK-X","Overlap","STK32B"
"GeoSVG-3D","SPARK-X","Overlap","SULF1"
"GeoSVG-3D","SPARK-X","Overlap","SULF2"
"GeoSVG-3D","SPARK-X","Overlap","SUMO2"
"GeoSVG-3D","SPARK-X","Overlap","TBR1"
"GeoSVG-3D","SPARK-X","Overlap","TCAP"
"GeoSVG-3D","SPARK-X","Overlap","TCF4"
"GeoSVG-3D","SPARK-X","Overlap","TEKT5"
"GeoSVG-3D","SPARK-X","Overlap","TIMP4"
"GeoSVG-3D","SPARK-X","Overlap","TMEM132C"
"GeoSVG-3D","SPARK-X","Overlap","TMEM163"
"GeoSVG-3D","SPARK-X","Overlap","TMEM233"
"GeoSVG-3D","SPARK-X","Overlap","TNNT1"
"GeoSVG-3D","SPARK-X","Overlap","UGT8A"
"GeoSVG-3D","SPARK-X","Overlap","VCAN"
"GeoSVG-3D","SPARK-X","Overlap","VIP"
"GeoSVG-3D","SPARK-X","Overlap","VWC2L"
"GeoSVG-3D","SPARK-X","Overlap","ZBTB20"
"GeoSVG-3D","SPARK-X","Overlap","ZFHX4"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","ABCC9"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","ADAMTS15"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","ADCY1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","ADORA2B"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","ADORA3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","ADRA1B"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","ADRB3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","AFP"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","AGRP"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","ANPEP"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","ARG1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","ARSJ"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","BAIAP2L1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","BDKRB2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","BMP3"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","C1QTNF7"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CBS"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CCKBR"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CCN4"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CCND2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CD93"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CDC20"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CDK1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CFAP58"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CFH"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CLDN19"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CNN1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","CNR2"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","COL12A1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","COL19A1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","COL20A1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","COL24A1"
"GeoSVG-3D","SPARK-X","GeoSVG-3D only","COL3A1"
